khan,writing hub,abc,arc
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-noun/irregular-plural-nouns-mutant-and-foreign-plurals/e/irregular-plural-nouns--foreign-plurals,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Adding-Detail-with-Prepositional-Phrases.aspx,"https://www.abc.net.au/education/learn-english/see,-sea-or-seize/10860918",https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4867
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-noun/irregular-plural-nouns-mutant-and-foreign-plurals/e/irregular-plural-nouns,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Compound-Sentences.aspx,https://www.abc.net.au/education/learn-english/teachers-talk-about-common-grammar-issues-students-face/10476942,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4794
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-noun/irregular-plural-nouns-mutant-and-foreign-plurals/test/parts-of-speech-the-noun-unit-test,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Clauses.aspx,https://www.abc.net.au/education/learn-english/active-and-passive-voice/9304750,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/7673
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/introduction-to-verbs/e/identifying-verbs,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Complex-Sentences.aspx,https://www.abc.net.au/education/learn-english/learn-english:-how-to-use-linking-words-when-youre-speaking/8878386,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2540
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/introduction-to-verbs/e/intro-to-verb-agreement,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Noun-Phrases.aspx,https://www.abc.net.au/education/learn-english/learn-english-contractions-using-the-verb-to-be/8872542,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4384
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/the-tenses/e/intro-to-verb-tense,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Verb-Phrases-and-Adverbial-Phrases.aspx,https://www.abc.net.au/education/learn-english/learn-english-adverbs-of-frequency/8596358,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4744
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/linking-and-helping-verbs/e/auxiliary--helping--verbs,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Relative-Clauses.aspx,https://www.abc.net.au/education/learn-english/learn-english:-talking-about-my-favourite-place/8561900,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/7333
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/linking-and-helping-verbs/quiz/parts-of-speech-the-verb-quiz-1,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Noun-Clauses.aspx,https://www.abc.net.au/education/learn-english/learn-english-after-or-later/8546584,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2556
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/irregular-verbs/e/intro-to-irregular-verbs,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Varying-Sentence-Length-for-Effect.aspx,https://www.abc.net.au/education/learn-english/learn-english-wish-or-hope/8546438,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4761
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-simple-progressive-and-perfect/e/simple-verb-aspect,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Varying-Sentence-Openings.aspx,https://www.abc.net.au/education/learn-english/learn-english-capitalisation-of-proper-nouns/8537576,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4777
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-simple-progressive-and-perfect/e/progressive-verb-aspect,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Embedding-and-Stacking-Clauses.aspx,https://www.abc.net.au/education/learn-english/learn-english-each-and-every/8536442,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/7631
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-simple-progressive-and-perfect/e/perfect-verb-aspect,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Parallel-Structure.aspx,https://www.abc.net.au/education/learn-english/learn-english-talking-about-my-family/8526656,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/3319
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-and-modal-verbs/e/progressive-perfect-verb-aspect,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Concession-Contrast-Structures.aspx,https://www.abc.net.au/education/learn-english/learn-english-do-and-does/8468004,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/5926
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-and-modal-verbs/e/managing-time-with-tense-and-aspect,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Cumulative-and-Periodic-Sentences.aspx,https://www.abc.net.au/education/learn-english/learn-english-these-days-or-those-days/8244086,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/8925
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-and-modal-verbs/e/modal-verbs,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Writing-Concisely.aspx,https://www.abc.net.au/education/learn-english/learn-english-subject-or-subject/8166438,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/8759
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-verb/verb-aspect-and-modal-verbs/test/parts-of-speech-the-verb-unit-test,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Transition-as-Thinking(2).aspx,https://www.abc.net.au/education/learn-english/learn-english-use-or-use/8153846,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/3489
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/introduction-to-pronouns/e/the-question-word,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Core-Skills.aspx#organisation,https://www.abc.net.au/education/learn-english/learn-english-contractions-with-would/8153802,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/5952
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/introduction-to-pronouns/e/meet-the-personal-pronoun,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-What-a-Paragraph-Is-and-Does.aspx,https://www.abc.net.au/education/learn-english/learn-english-fish-plurals/8131218,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/7443
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/possessive-and-reflexive-pronouns/e/choose-the-correct-possessive-pronoun-or-adjective,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Topic-Sentences.aspx,https://www.abc.net.au/education/learn-english/learn-english-different-ways-of-using-in/8130518,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/7647
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/possessive-and-reflexive-pronouns/e/reflexive-pronouns,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Developing-an-Idea-Within-a-Paragraph.aspx,https://www.abc.net.au/education/learn-english/learn-english-natural-or-artificial/8130546,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4026
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/relative-pronouns/e/relative-pronouns,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-TEEL-Paragraph-Structure.aspx,https://www.abc.net.au/education/learn-english/learn-english-different-meanings-of-alternate/8092376,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/6657
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/relative-pronouns/quiz/parts-of-speech-the-pronoun-quiz-1,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Linking-Sentences.aspx,https://www.abc.net.au/education/learn-english/learn-english-who-or-whom/8063578,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/8529
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/subject-object-person-and-number/e/pronoun-case,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Introduction-Structure.aspx,https://www.abc.net.au/education/learn-english/learn-english-superlative-adjectives/8051216,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/8038
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/subject-object-person-and-number/e/pronoun-person,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Conclusion-Structure.aspx,https://www.abc.net.au/education/learn-english/learn-english-sometime-sometimes-or-some-time/8029336,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4052
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/subject-object-person-and-number/e/pronoun-number,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Sequencing-Ideas-Across-a-Whole-Text.aspx,https://www.abc.net.au/education/learn-english/learn-english-prepositions-of-time-and-place/8018438,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/6759
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/indefinite-pronouns-pronoun-vagueness-and-emphatic-pronouns/e/indefinite-pronouns,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Planning-and-Drafting.aspx,https://www.abc.net.au/education/learn-english/learn-english-live-or-live/8005194,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/7834
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/indefinite-pronouns-pronoun-vagueness-and-emphatic-pronouns/e/pronoun-vagueness,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Core-Skills.aspx#conventions,https://www.abc.net.au/education/learn-english/learn-english-minute-or-minute/7980912,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/8555
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/indefinite-pronouns-pronoun-vagueness-and-emphatic-pronouns/e/emphatic-pronouns,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Full-Stops-Question-Marks-and-Exclamation-Marks.aspx,https://www.abc.net.au/education/learn-english/learn-english-how-to-use-produce/7945312,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2525
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-pronoun/indefinite-pronouns-pronoun-vagueness-and-emphatic-pronouns/test/parts-of-speech-the-pronoun-unit-test,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Comma-Use.aspx,https://www.abc.net.au/education/learn-english/learn-english-progress-or-progress/7943614,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2526
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/introduction-to-adjectives-and-articles/e/meet-the-adjective,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Run-On-Sentences-and-Comma-Splice-Errors.aspx,https://www.abc.net.au/education/learn-english/learn-english-the-different-meanings-of-content/7925236,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2527
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/introduction-to-adjectives-and-articles/e/meet-the-article,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Semicolons.aspx,https://www.abc.net.au/education/learn-english/learn-english-how-to-use-and/7909006,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2528
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/introduction-to-adjectives-and-articles/e/choosing-between-definite-and-indefinite-articles,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Colons.aspx,https://www.abc.net.au/education/learn-english/learn-english-hand-out-or-handout/7898510,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2529
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/introduction-to-adverbs/e/meet-the-adverb,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Apostrophes.aspx,https://www.abc.net.au/education/learn-english/learn-english-all-about-record/7897778,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2530
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/introduction-to-adverbs/e/using-adverbs-and-adjectives,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Em-Dashes-and-Parentheses.aspx,https://www.abc.net.au/education/learn-english/ferlin-setiasih-why-i-learn-english/7882134,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2531
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/introduction-to-adverbs/e/identifying-relative-adverbs,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Integrating-and-Punctuating-Quotations.aspx,https://www.abc.net.au/education/learn-english/learn-english-advocate-or-advocate/7877522,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2532
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/adjective-order-and-commas-with-adjectives/e/adjective-order,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Common-Spelling-Patterns.aspx,https://www.abc.net.au/education/learn-english/learn-english-brought-or-bought/7867194,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2533
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/adjective-order-and-commas-with-adjectives/e/commas-and-adjectives,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Homophones-and-Commonly-Confused-Words.aspx,https://www.abc.net.au/education/learn-english/learn-english-tear-or-tear/7858806,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2534
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/comparative-superlative-intensifiers-and-adverbs-of-degree/e/comparative-and-superlative-adjectives-and-adverbs,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/CS-%C2%B7-Spelling-Topic-Specific-and-Tier-3-Vocabulary.aspx,https://www.abc.net.au/education/learn-english/learn-english-have-or-has/7858430,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2535
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/comparative-superlative-intensifiers-and-adverbs-of-degree/e/intensifiers-and-adverbs-of-degree,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Conventions.aspx#,https://www.abc.net.au/education/learn-english/learn-english-present-or-present/7848014,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2536
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-modifier/comparative-superlative-intensifiers-and-adverbs-of-degree/test/parts-of-speech-the-modifier-unit-test,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Conventions.aspx#conventions,https://www.abc.net.au/education/learn-english/learn-english-was-and-were/7836102,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2537
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/introduction-to-prepositions/e/meet-the-preposition-with-pictures,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Conventions.aspx#skills-sequence,https://www.abc.net.au/education/learn-english/learn-english-a-and-an/7795794,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2538
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/introduction-to-prepositions/e/meet-the-preposition,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Conventions.aspx#conventions-in-core-skills,https://www.abc.net.au/education/learn-english/tips-on-suffixes/7657106,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/2539
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/introduction-to-prepositions/e/prepositions-about-time-and-space,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Conventions.aspx#conventions-in-analytical-writing,https://www.abc.net.au/education/learn-english/invite/7630616,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4868
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/types-of-prepositions-and-phrases/e/common-prepositions,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/AW-%C2%B7-Referring-to-Authors-and-Texts-Correctly.aspx,https://www.abc.net.au/education/learn-english/conflict/7626610,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4869
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/types-of-prepositions-and-phrases/e/multi-syllable-prepositions,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/AW-%C2%B7-Integrating-Analysis-and-Quotation-in-a-Single-Sentence.aspx,https://www.abc.net.au/education/learn-english/catch-or-teach/7526264,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4870
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/types-of-prepositions-and-phrases/e/prepositional-phrases,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/Conventions.aspx#conventions-in-narrative-writing,https://www.abc.net.au/education/learn-english/this-that-these-those/7493374,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4871
https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/introduction-to-conjunctions/e/meet-the-conjunction,https://kewhighschool.sharepoint.com/sites/KHSWritingHub/SitePages/NW-%C2%B7-Punctuating-Dialogue.aspx,https://www.abc.net.au/education/learn-english/drink-drank-and-drunk/7498014,https://arc.educationapps.vic.gov.au/learning/sites/english-literacy-skills-lesson-plans/4872
